0.08200	53.64100
0.17230	106.34000
0.17140	227.22900
0.17560	505.91600
0.18080	815.43800
0.19810	1079.80000
0.22580	1632.79000
0.22830	2141.46000
0.24330	2178.81000
0.22430	1937.68000
0.22410	1364.20000
